date,no_idea,close_untreated,close
2010-08-06,00:00:00,0,0.0001
2010-08-08,00:00:00,0,0.0001
2010-08-10,00:00:00,0,0.0001
2010-08-12,00:00:00,0,0.0001
2010-08-14,00:00:00,0,0.0001
2010-08-16,00:00:00,0,0.0001
2010-08-18,00:00:00,0.074,0.074
2010-08-20,00:00:00,0.0667,0.0667
2010-08-22,00:00:00,0.0664,0.0664
2010-08-24,00:00:00,0.066889,0.066889
2010-08-26,00:00:00,0.066499,0.066499
2010-08-28,00:00:00,0.065,0.065
2010-08-30,00:00:00,0.069,0.069
2010-09-01,00:00:00,0.0649,0.0649
2010-09-03,00:00:00,0.0634,0.0634
2010-09-05,00:00:00,0.0629,0.0629
2010-09-07,00:00:00,0.06185,0.06185
2010-09-09,00:00:00,0.0624,0.0624
2010-09-11,00:00:00,0.062,0.062
2010-09-13,00:00:00,0.06201,0.06201
2010-09-15,00:00:00,0.175,0.175
2010-09-17,00:00:00,0.0609,0.0609
2010-09-19,00:00:00,0.062599,0.062599
2010-09-21,00:00:00,0.0633,0.0633
2010-09-23,00:00:00,0.063,0.063
2010-09-25,00:00:00,0.0624,0.0624
2010-09-27,00:00:00,0.062206,0.062206
2010-09-29,00:00:00,0.06219,0.06219
2010-10-01,00:00:00,0.061999,0.061999
2010-10-03,00:00:00,0.0614,0.0614
2010-10-05,00:00:00,0.06301,0.06301
2010-10-07,00:00:00,0.0638,0.0638
2010-10-09,00:00:00,0.12001,0.12001
2010-10-11,00:00:00,0.1301,0.1301
2010-10-13,00:00:00,0.095,0.095
2010-10-15,00:00:00,0.119,0.119
2010-10-17,00:00:00,0.1045,0.1045
2010-10-19,00:00:00,0.1024,0.1024
2010-10-21,00:00:00,0.109,0.109
2010-10-23,00:00:00,0.10901,0.10901
2010-10-25,00:00:00,0.15,0.15
2010-10-27,00:00:00,0.19,0.19
2010-10-29,00:00:00,0.191,0.191
2010-10-31,00:00:00,0.199,0.199
2010-11-02,00:00:00,0.1955,0.1955
2010-11-04,00:00:00,0.23601,0.23601
2010-11-06,00:00:00,0.29,0.29
2010-11-08,00:00:00,0.37,0.37
2010-11-10,00:00:00,0.2667,0.2667
2010-11-12,00:00:00,0.251,0.251
2010-11-14,00:00:00,0.299,0.299
2010-11-16,00:00:00,0.2827,0.2827
2010-11-18,00:00:00,0.289999,0.289999
2010-11-20,00:00:00,0.289,0.289
2010-11-22,00:00:00,0.282,0.282
2010-11-24,00:00:00,0.28299,0.28299
2010-11-26,00:00:00,0.289,0.289
2010-11-28,00:00:00,0.28461,0.28461
2010-11-30,00:00:00,0.275,0.275
2010-12-02,00:00:00,0.25,0.25
2010-12-04,00:00:00,0.2589,0.2589
2010-12-06,00:00:00,0.225,0.225
2010-12-08,00:00:00,0.2477,0.2477
2010-12-10,00:00:00,0.204,0.204
2010-12-12,00:00:00,0.228,0.228
2010-12-14,00:00:00,0.23,0.23
2010-12-16,00:00:00,0.2459,0.2459
2010-12-18,00:00:00,0.249,0.249
2010-12-20,00:00:00,0.275,0.275
2010-12-22,00:00:00,0.267,0.267
2010-12-24,00:00:00,0.25,0.25
2010-12-26,00:00:00,0.269999,0.269999
2010-12-28,00:00:00,0.28,0.28
2010-12-30,00:00:00,0.299999,0.299999
2011-01-01,00:00:00,0.299998,0.299998
2011-01-03,00:00:00,0.299998,0.299998
2011-01-05,00:00:00,0.298998,0.298998
2011-01-07,00:00:00,0.322,0.322
2011-01-09,00:00:00,0.322998,0.322998
2011-01-11,00:00:00,0.329,0.329
2011-01-13,00:00:00,0.405,0.405
2011-01-15,00:00:00,0.4,0.4
2011-01-17,00:00:00,0.4,0.4
2011-01-19,00:00:00,0.3401,0.3401
2011-01-21,00:00:00,0.44,0.44
2011-01-23,00:00:00,0.4443,0.4443
2011-01-25,00:00:00,0.425,0.425
2011-01-27,00:00:00,0.4174,0.4174
2011-01-29,00:00:00,0.446,0.446
2011-01-31,00:00:00,0.5,0.5
2011-02-02,00:00:00,0.840099,0.840099
2011-02-04,00:00:00,0.88,0.88
2011-02-06,00:00:00,0.92,0.92
2011-02-08,00:00:00,0.9,0.9
2011-02-10,00:00:00,1.1,1.1
2011-02-12,00:00:00,1.0899,1.0899
2011-02-14,00:00:00,1.08,1.08
2011-02-16,00:00:00,1.05019,1.05019
2011-02-18,00:00:00,1.05019,1.05019
2011-02-20,00:00:00,0.954896,0.954896
2011-02-22,00:00:00,0.869499,0.869499
2011-02-24,00:00:00,0.9499,0.9499
2011-02-26,00:00:00,0.988567,0.988567
2011-02-28,00:00:00,0.949231,0.949231
2011-03-02,00:00:00,0.9498,0.9498
2011-03-04,00:00:00,0.9392,0.9392
2011-03-06,00:00:00,0.910445,0.910445
2011-03-08,00:00:00,0.9072,0.9072
2011-03-10,00:00:00,0.87,0.87
2011-03-12,00:00:00,0.9197,0.9197
2011-03-14,00:00:00,0.9,0.9
2011-03-16,00:00:00,0.89,0.89
2011-03-18,00:00:00,0.850617,0.850617
2011-03-20,00:00:00,0.79,0.79
2011-03-22,00:00:00,0.799646,0.799646
2011-03-24,00:00:00,0.9,0.9
2011-03-26,00:00:00,0.905,0.905
2011-03-28,00:00:00,0.8575,0.8575
2011-03-30,00:00:00,0.795,0.795
2011-04-01,00:00:00,0.79997,0.79997
2011-04-03,00:00:00,0.7998,0.7998
2011-04-05,00:00:00,0.71,0.71
2011-04-07,00:00:00,0.7677,0.7677
2011-04-09,00:00:00,0.7676,0.7676
2011-04-11,00:00:00,0.781,0.781
2011-04-13,00:00:00,1,1
2011-04-15,00:00:00,1.08999,1.08999
2011-04-17,00:00:00,1.085,1.085
2011-04-19,00:00:00,1.19,1.19
2011-04-21,00:00:00,1.1979,1.1979
2011-04-23,00:00:00,1.549,1.549
2011-04-25,00:00:00,1.701,1.701
2011-04-27,00:00:00,1.95,1.95
2011-04-29,00:00:00,2.7,2.7
2011-05-01,00:00:00,4.09,4.09
2011-05-03,00:00:00,3.49,3.49
2011-05-05,00:00:00,3.5,3.5
2011-05-07,00:00:00,3.7,3.7
2011-05-09,00:00:00,3.937,3.937
2011-05-11,00:00:00,6.065,6.065
2011-05-13,00:00:00,8.45,8.45
2011-05-15,00:00:00,8.55,8.55
2011-05-17,00:00:00,8.38901,8.38901
2011-05-19,00:00:00,7.34,7.34
2011-05-21,00:00:00,6.6036,6.6036
2011-05-23,00:00:00,7.45,7.45
2011-05-25,00:00:00,7.51,7.51
2011-05-27,00:00:00,8.92,8.92
2011-05-29,00:00:00,8.4992,8.4992
2011-05-31,00:00:00,9.4998,9.4998
2011-06-02,00:00:00,10.57,10.57
2011-06-04,00:00:00,17.41,17.41
2011-06-06,00:00:00,19.23,19.23
2011-06-08,00:00:00,31.9099,31.9099
2011-06-10,00:00:00,35,35
2011-06-12,00:00:00,24.99,24.99
2011-06-14,00:00:00,20.99,20.99
2011-06-16,00:00:00,19.96,19.96
2011-06-18,00:00:00,17.2,17.2
2011-06-20,00:00:00,17.35,17.35
2011-06-22,00:00:00,15.05,15.05
2011-06-24,00:00:00,16.7501,16.7501
2011-06-26,00:00:00,17.51001,17.51001
2011-06-28,00:00:00,17.52,17.52
2011-06-30,00:00:00,17.5,17.5
2011-07-02,00:00:00,16.49,16.49
2011-07-04,00:00:00,15.85,15.85
2011-07-06,00:00:00,16.5,16.5
2011-07-08,00:00:00,15.64276,15.64276
2011-07-10,00:00:00,15.68,15.68
2011-07-12,00:00:00,14.63988,14.63988
2011-07-14,00:00:00,14.1,14.1
2011-07-16,00:00:00,14.1,14.1
2011-07-18,00:00:00,13.6901,13.6901
2011-07-20,00:00:00,14.04,14.04
2011-07-22,00:00:00,13.9389,13.9389
2011-07-24,00:00:00,13.979999,13.979999
2011-07-26,00:00:00,14.4,14.4
2011-07-28,00:00:00,14,14
2011-07-30,00:00:00,13.8,13.8
2011-08-01,00:00:00,13.5501,13.5501
2011-08-03,00:00:00,13.1,13.1
2011-08-05,00:00:00,11.55,11.55
2011-08-07,00:00:00,9.8,9.8
2011-08-09,00:00:00,12.1,12.1
2011-08-11,00:00:00,10.4959,10.4959
2011-08-13,00:00:00,10.05,10.05
2011-08-15,00:00:00,11.89,11.89
2011-08-17,00:00:00,11.3,11.3
2011-08-19,00:00:00,11.81,11.81
2011-08-21,00:00:00,11.59,11.59
2011-08-23,00:00:00,11.49,11.49
2011-08-25,00:00:00,10.96554,10.96554
2011-08-27,00:00:00,9.11,9.11
2011-08-29,00:00:00,9.4811,9.4811
2011-08-31,00:00:00,9,9
2011-09-02,00:00:00,8.4989,8.4989
2011-09-04,00:00:00,8.5939999988,8.5939999988
2011-09-06,00:00:00,7.65713,7.65713
2011-09-08,00:00:00,7.31509,7.31509
2011-09-10,00:00:00,6.2089200002,6.2089200002
2011-09-12,00:00:00,7.081,7.081
2011-09-14,00:00:00,5.9900000009,5.9900000009
2011-09-16,00:00:00,5.23,5.23
2011-09-18,00:00:00,5,5
2011-09-20,00:00:00,6.795,6.795
2011-09-22,00:00:00,5.83001,5.83001
2011-09-24,00:00:00,5.66,5.66
2011-09-26,00:00:00,5.46014,5.46014
2011-09-28,00:00:00,4.989,4.989
2011-09-30,00:00:00,5.35,5.35
2011-10-02,00:00:00,5.16,5.16
2011-10-04,00:00:00,5.03,5.03
2011-10-06,00:00:00,4.93,4.93
2011-10-08,00:00:00,4.594,4.594
2011-10-10,00:00:00,4.25937,4.25937
2011-10-12,00:00:00,4.20612,4.20612
2011-10-14,00:00:00,4.11455,4.11455
2011-10-16,00:00:00,3.9009000002,3.9009000002
2011-10-18,00:00:00,2.9,2.9
2011-10-20,00:00:00,2.42,2.42
2011-10-22,00:00:00,3.3,3.3
2011-10-24,00:00:00,3.2,3.2
2011-10-26,00:00:00,2.876,2.876
2011-10-28,00:00:00,3.255,3.255
2011-10-30,00:00:00,3.65026,3.65026
2011-11-01,00:00:00,3.35,3.35
2011-11-03,00:00:00,3.299,3.299
2011-11-05,00:00:00,3.21,3.21
2011-11-07,00:00:00,3.0289,3.0289
2011-11-09,00:00:00,3.114,3.114
2011-11-11,00:00:00,3,3
2011-11-13,00:00:00,3.099,3.099
2011-11-15,00:00:00,2.69,2.69
2011-11-17,00:00:00,2.60031,2.60031
2011-11-19,00:00:00,2.3,2.3
2011-11-21,00:00:00,2.29,2.29
2011-11-23,00:00:00,2.38,2.38
2011-11-25,00:00:00,2.56,2.56
2011-11-27,00:00:00,2.4965,2.4965
2011-11-29,00:00:00,2.981,2.981
2011-12-01,00:00:00,3.14,3.14
2011-12-03,00:00:00,3.12999,3.12999
2011-12-05,00:00:00,2.93,2.93
2011-12-07,00:00:00,3.082,3.082
2011-12-09,00:00:00,3.039,3.039
2011-12-11,00:00:00,3.38,3.38
2011-12-13,00:00:00,3.3,3.3
2011-12-15,00:00:00,3.1933,3.1933
2011-12-17,00:00:00,3.23,3.23
2011-12-19,00:00:00,3.70036,3.70036
2011-12-21,00:00:00,4.11,4.11
2011-12-23,00:00:00,3.95,3.95
2011-12-25,00:00:00,4.3897,4.3897
2011-12-27,00:00:00,4.06,4.06
2011-12-29,00:00:00,4.33,4.33
2011-12-31,00:00:00,4.995,4.995
2012-01-02,00:00:00,5.4999,5.4999
2012-01-04,00:00:00,5.6063,5.6063
2012-01-06,00:00:00,7.22,7.22
2012-01-08,00:00:00,7.2,7.2
2012-01-10,00:00:00,6.89,6.89
2012-01-12,00:00:00,6.997,6.997
2012-01-14,00:00:00,6.75,6.75
2012-01-16,00:00:00,7.18888,7.18888
2012-01-18,00:00:00,6.95,6.95
2012-01-20,00:00:00,6.58,6.58
2012-01-22,00:00:00,6.39,6.39
2012-01-24,00:00:00,6.515,6.515
2012-01-26,00:00:00,6.2,6.2
2012-01-28,00:00:00,5.74815,5.74815
2012-01-30,00:00:00,5.6,5.6
2012-02-01,00:00:00,5.638,5.638
2012-02-03,00:00:00,6.148,6.148
2012-02-05,00:00:00,5.9625,5.9625
2012-02-07,00:00:00,5.70999,5.70999
2012-02-09,00:00:00,5.8,5.8
2012-02-11,00:00:00,6,6
2012-02-13,00:00:00,5.72,5.72
2012-02-15,00:00:00,4.88,4.88
2012-02-17,00:00:00,4.76998,4.76998
2012-02-19,00:00:00,4.33333,4.33333
2012-02-21,00:00:00,4.4354,4.4354
2012-02-23,00:00:00,4.92481,4.92481
2012-02-25,00:00:00,5.07,5.07
2012-02-27,00:00:00,5.1,5.1
2012-02-29,00:00:00,4.9,4.9
2012-03-02,00:00:00,4.98888,4.98888
2012-03-04,00:00:00,4.9,4.9
2012-03-06,00:00:00,5.05,5.05
2012-03-08,00:00:00,5,5
2012-03-10,00:00:00,4.94,4.94
2012-03-12,00:00:00,4.95915,4.95915
2012-03-14,00:00:00,5.4444,5.4444
2012-03-16,00:00:00,5.4,5.4
2012-03-18,00:00:00,5.37998,5.37998
2012-03-20,00:00:00,4.98,4.98
2012-03-22,00:00:00,4.88,4.88
2012-03-24,00:00:00,4.74896,4.74896
2012-03-26,00:00:00,4.73793,4.73793
2012-03-28,00:00:00,4.84592,4.84592
2012-03-30,00:00:00,4.83,4.83
2012-04-01,00:00:00,4.929,4.929
2012-04-03,00:00:00,5.01,5.01
2012-04-05,00:00:00,4.94486,4.94486
2012-04-07,00:00:00,4.98,4.98
2012-04-09,00:00:00,4.8,4.8
2012-04-11,00:00:00,4.8941,4.8941
2012-04-13,00:00:00,4.94464,4.94464
2012-04-15,00:00:00,4.98389,4.98389
2012-04-17,00:00:00,5.02207,5.02207
2012-04-19,00:00:00,5.19,5.19
2012-04-21,00:00:00,5.48,5.48
2012-04-23,00:00:00,5.21799,5.21799
2012-04-25,00:00:00,5.16,5.16
2012-04-27,00:00:00,5.1372,5.1372
2012-04-29,00:00:00,5.0184,5.0184
2012-05-01,00:00:00,5,5
2012-05-03,00:00:00,5.184,5.184
2012-05-05,00:00:00,5.1495,5.1495
2012-05-07,00:00:00,5.0947,5.0947
2012-05-09,00:00:00,5.09609,5.09609
2012-05-11,00:00:00,5.03188,5.03188
2012-05-13,00:00:00,4.99888,4.99888
2012-05-15,00:00:00,5.09,5.09
2012-05-17,00:00:00,5.1345,5.1345
2012-05-19,00:00:00,5.14291,5.14291
2012-05-21,00:00:00,5.1475,5.1475
2012-05-23,00:00:00,5.16,5.16
2012-05-25,00:00:00,5.15,5.15
2012-05-27,00:00:00,5.148,5.148
2012-05-29,00:00:00,5.15889,5.15889
2012-05-31,00:00:00,5.19,5.19
2012-06-02,00:00:00,5.279,5.279
2012-06-04,00:00:00,5.2785,5.2785
2012-06-06,00:00:00,5.47,5.47
2012-06-08,00:00:00,5.66,5.66
2012-06-10,00:00:00,5.62,5.62
2012-06-12,00:00:00,5.7,5.7
2012-06-14,00:00:00,5.95,5.95
2012-06-16,00:00:00,6.599,6.599
2012-06-18,00:00:00,6.4668,6.4668
2012-06-20,00:00:00,6.64999,6.64999
2012-06-22,00:00:00,6.79962,6.79962
2012-06-24,00:00:00,6.5915,6.5915
2012-06-26,00:00:00,6.4514,6.4514
2012-06-28,00:00:00,6.66897,6.66897
2012-06-30,00:00:00,6.693,6.693
2012-07-02,00:00:00,6.75,6.75
2012-07-04,00:00:00,6.55,6.55
2012-07-06,00:00:00,6.73449,6.73449
2012-07-08,00:00:00,6.87,6.87
2012-07-10,00:00:00,7.239,7.239
2012-07-12,00:00:00,7.32,7.32
2012-07-14,00:00:00,7.68891,7.68891
2012-07-16,00:00:00,8.2899,8.2899
2012-07-18,00:00:00,9.39899,9.39899
2012-07-20,00:00:00,9.23355,9.23355
2012-07-22,00:00:00,9,9
2012-07-24,00:00:00,8.96,8.96
2012-07-26,00:00:00,8.9,8.9
2012-07-28,00:00:00,8.93,8.93
2012-07-30,00:00:00,9.15,9.15
2012-08-01,00:00:00,9.54,9.54
2012-08-03,00:00:00,11.1188,11.1188
2012-08-05,00:00:00,11.1869,11.1869
2012-08-07,00:00:00,11.04,11.04
2012-08-09,00:00:00,12,12
2012-08-11,00:00:00,11.59788,11.59788
2012-08-13,00:00:00,11.86999,11.86999
2012-08-15,00:00:00,12.67,12.67
2012-08-17,00:00:00,15.4,15.4
2012-08-19,00:00:00,12,12
2012-08-21,00:00:00,10.29999,10.29999
2012-08-23,00:00:00,10.25,10.25
2012-08-25,00:00:00,10.25,10.25
