date,close,volume,open,high,low
2015/07/31,113.84,365826,114.19,114.91,113.404
2015/08/03,114.27,337117,113.84,114.69,113.388
2015/08/04,115.23,354174,114.42,115.61,113.95
2015/08/05,114.4,400644,115.54,116.27,114.25
2015/08/06,111.84,482251,114.42,114.78,111.66
2015/08/07,113.43,416170,111.94,113.58,110.8
2015/08/10,113.14,295020,113.73,114.4,112.51
2015/08/11,113.49,556227,112.69,113.56,111.6
2015/08/12,111.88,412245,112,112.41,109.58
2015/08/13,114.2,333316,111.97,114.46,111.94
2015/08/14,114.17,239408,114.2,114.499,113.17
2015/08/17,114.99,295909,113.75,114.99,112.88
2015/08/18,112.9,320014,115,115.06,112.86
2015/08/19,110.53,751256,112.4,112.4,110.41
2015/08/20,107.66,569326,109.88,110.303,107.32
2015/08/21,104.48,888450,106.18,107.08,104.45
2015/08/24,101.78,736306,99.25,105.26,99
2015/08/25,105.02,1039181,103.53,106.3,103.08
2015/08/26,106.3,572468,106.66,106.66,103.26
2015/08/27,107.8,328161,107.27,108.52,106.2701
2015/08/28,108.41,255140,108.8,108.8,107
2015/08/31,105.94,330590,107.75,108.265,105.74
2015/09/01,103.85,812727,103.76,105.35,103.33
2015/09/02,105.18,454203,104.6,105.565,104.23
2015/09/03,105.15,303670,105.36,105.94,104.35
2015/09/04,105.5,496170,104.22,105.53,104.0795
2015/09/08,109,455690,107.49,109.18,106.68
2015/09/09,108.18,561888,111.73,111.98,107.96
2015/09/10,107.93,384549,107.78,108.64,107.53
2015/09/11,110.22,304616,107.62,110.24,107.31
2015/09/14,110.29,262811,110.22,110.96,109.37
2015/09/15,111.82,638133,110.15,111.92,109.13
2015/09/16,111.62,339056,111.54,111.99,110.0934
2015/09/17,112.6,386868,111.63,113.64,110.87
2015/09/18,111.68,593982,111.68,113.09,111.4
2015/09/21,111.03,358624,112.17,112.645,110.22
2015/09/22,110.87,299923,109.89,111.17,109.39
2015/09/23,110.97,177305,111.17,111.32,110.2
2015/09/24,110.29,383929,110.18,110.72,108.91
2015/09/25,112.95,666339,110.8,114.7,110.65
2015/09/28,108.54,839615,112,112.84,107.48
2015/09/29,105.87,1031110,107.81,107.81,104.3
2015/09/30,107.91,539604,107.47,108.71,106.98
2015/10/01,105.33,723954,107.99,108.92,103.5
2015/10/02,106.88,1005305,105.42,106.96,103.75
2015/10/05,108.35,767287,107.07,108.43,105.91
2015/10/06,107.26,656004,108.74,109.21,106.86
2015/10/07,108.03,960668,107.37,108.29,105.74
2015/10/08,102.64,3788650,102.58,107.75,100.56
2015/10/09,105.38,1251508,102.83,106.33,102.76
2015/10/12,106.08,587633,105.16,107,104.96
2015/10/13,106.17,648778,105.46,106.63,105.46
2015/10/14,104.37,716730,106.74,107.285,103.97
2015/10/15,105.86,649991,104.4,106.01,103.51
2015/10/16,106.22,407095,106,106.56,105.37
2015/10/19,107.25,494484,105.87,107.44,105.38
2015/10/20,106.19,346808,107.43,107.47,105.88
2015/10/21,103.46,771833,105.71,105.735,102.37
2015/10/22,103.96,365131,104.18,104.6999,102.74
2015/10/23,104.1,499579,104.92,105.45,103.37
2015/10/26,105.81,380998,103.79,105.86,103.66
2015/10/27,104.96,418596,105.79,106.17,104.42
2015/10/28,109.71,1465655,105.51,110.1,105.49
2015/10/29,109.4,524168,110.13,110.52,108.73
2015/10/30,106.67,531911,109.74,110.055,106.53
2015/11/02,108.75,491675,106.55,109.65,106.488
2015/11/03,107.17,417054,108.29,108.8188,107.02
2015/11/04,105.05,592397,106.7,108.26,103.88
2015/11/05,104.11,577354,105.39,105.8597,103.27
2015/11/06,104.44,434222,104.07,104.5,102.86
2015/11/09,103.04,648841,104.21,104.21,102.15
2015/11/10,104.23,382876,102.62,104.255,102.36
2015/11/11,105.21,399367,104.51,105.945,103.99
2015/11/12,102.89,402889,105.08,105.14,102.58
2015/11/13,101.62,366849,102.8,103.37,101.38
2015/11/16,103.49,415281,101.02,103.63,100.59
2015/11/17,102.24,497692,103.8,104.83,102.16
2015/11/18,104.07,437974,102.24,104.33,102.2
2015/11/19,104.52,478669,104,105.865,102.07
2015/11/20,105.02,459608,104.99,105.64,104.231
2015/11/23,107.71,526728,104.94,108.11,104.94
2015/11/24,107.44,422289,107.06,107.86,105.715
2015/11/25,109.15,413170,107.86,109.62,107.17
2015/11/27,108.65,108461,109.1,109.785,108.26
2015/11/30,107.47,359578,108.5,109.13,107.23
2015/12/01,108.86,411694,107.71,109.53,107.71
2015/12/02,108.8,647930,108.73,109.68,108.21
2015/12/03,107.44,523378,109.25,109.67,106.9
2015/12/04,109.83,698250,107.88,110.22,107.59
2015/12/07,110.39,680171,109.83,110.99,109.3725
2015/12/08,109.94,696287,109.3,110.88,109.22
2015/12/09,109.1,722020,109.79,110.8399,108.08
2015/12/10,109.34,565014,109.47,110.22,108.71
2015/12/11,108.64,629398,108.11,108.975,107.71
2015/12/14,109.38,513400,108.41,109.76,108.19
2015/12/15,109.93,718454,110.09,110.385,109.54
2015/12/16,109.22,1006285,110.17,110.91,108.59
2015/12/17,109.37,856963,109.77,110.5,109.29
2015/12/18,108.84,655260,109.2,109.74,107.25
2015/12/21,109.73,868767,109.35,110.13,109.12
2015/12/22,109.41,730352,110,110,108.03
2015/12/23,109.48,654777,109.35,109.63,108.1
2015/12/24,109.54,506027,109.61,109.7,109.16
2015/12/28,110.13,1176404,109.67,110.18,108.36
2015/12/29,112,1034600,110.4,112.8,110.17
2015/12/30,111.51,572706,112.41,112.82,111.27
2015/12/31,111.25,596622,111.15,112.45,110.8611
2016/01/04,109.23,867798,109.96,110.5,108.27
2016/01/05,109.93,808958,109.83,110.625,109.36
2016/01/06,109.77,901766,107.89,110.04,107.58
2016/01/07,106.75,962994,108,109.49,106.73
2016/01/08,108.97,1002209,107.09,109.8,107.02
2016/01/11,106.22,1025024,109.19,110.0999,105.25
2016/01/12,109.76,905538,106.62,109.98,106.62
2016/01/13,107.96,1449516,109.71,110.64,107.64
2016/01/14,107.14,791896,107.97,108.24,104.8
2016/01/15,104.16,1672071,105.16,105.33,101.01
2016/01/19,104.92,728969,104.66,106.32,103.78
2016/01/20,106.46,1033980,103.22,107.02,101.3
2016/01/21,107.71,1205389,106.7,108.49,105.43
2016/01/22,111.6,1499892,108.49,111.8,108.3
2016/01/25,110.73,882842,111.96,112,110.3
2016/01/26,112.17,528584,110.77,112.69,110.29
2016/01/27,111.06,421885,111.66,112.37,110.36
2016/01/28,112.2,463989,111.52,112.71,110.47
2016/01/29,113.93,796319,112.26,113.98,111.48
2016/02/01,114.35,734739,113.55,114.76,113.07
2016/02/02,113.75,616354,113.79,114.17,112.76
2016/02/03,113.8,799880,114.12,114.51,112.19
2016/02/04,114,612026,113.57,114.29,112.5
2016/02/05,110.37,929996,114,114.48,109.99
2016/02/08,108.16,1085086,109,109.02,106.34
2016/02/09,105.62,1310222,107.2,108.815,104.1
2016/02/10,107,716325,106.95,109.14,106.72
2016/02/11,106.9,919038,105.45,107.54,104.18
2016/02/12,109.5,660627,107.84,110.2,107.31
2016/02/16,111.08,597446,110.57,111.485,109.58
2016/02/17,112.95,911798,111.54,114.53,111.54
2016/02/18,112.04,869990,112.74,113.78,111.8
2016/02/19,112.87,1564414,112.03,113.23,110.9
2016/02/22,115.09,814503,114.21,115.86,113.42
2016/02/23,117.62,1344834,115.13,118.05,115.035
2016/02/24,117.61,2304444,117,119,115.85
2016/02/25,132.9,4694288,126.9,133.92,124.48
2016/02/26,134.39,2031284,133.03,135.28,132.51
2016/02/29,133.04,1789577,133.58,135.43,131
2016/03/01,134.15,1545152,133.76,134.97,131.65
2016/03/02,133.06,1112933,133.39,133.75,131.76
2016/03/03,132.84,1109291,132.15,133.24,130.51
2016/03/04,132.99,1488163,132.91,133.96,131.99
2016/03/07,134.02,994593,132.46,134.56,131.8283
2016/03/08,134.24,800615,133.14,135.99,133.06
2016/03/09,133.78,840823,134.56,136.33,133.36
2016/03/10,133.01,738880,134.58,135.47,131.49
2016/03/11,131.72,972490,133.58,133.8,131.51
2016/03/14,132.65,703363,131.99,132.84,131.17
2016/03/15,131.2,601924,131.61,132.6379,131.17
2016/03/16,131.85,520214,130.81,132.29,130.61
2016/03/17,131.27,383137,131.54,131.99,130.94
2016/03/18,130.81,1129902,130.93,132.09,130.16
2016/03/21,131.17,739067,131,131.66,130.91
2016/03/22,130.73,584361,131.58,131.98,130.3
2016/03/23,130.12,627610,131.06,131.5095,130
2016/03/24,128.74,690513,129.85,129.85,128.42
2016/03/28,129.15,465187,129.38,130.13,128.53
2016/03/29,130.09,644473,129.25,130.16,128.69
2016/03/30,130.97,712867,130.78,131.3385,130
2016/03/31,131.86,883939,130.83,132.17,129.8
2016/04/01,133.47,676621,131.49,134.1,131.2362
2016/04/04,133.36,582988,133.85,134.39,132.7
2016/04/05,132.32,623567,131.97,133.28,131.195
2016/04/06,135.94,964173,132.68,136.08,132.42
2016/04/07,136.26,841579,135.27,137.61,135.27
2016/04/08,137.05,559898,137,137.71,135.69
2016/04/11,137.24,635925,137.94,139.42,137.12
2016/04/12,136.74,589025,136.46,137.09,135.3
2016/04/13,137.14,517773,136.92,137.67,136.22
2016/04/14,137.27,404252,137.55,137.94,136.37
2016/04/15,138.62,366533,137.42,138.65,136.7
2016/04/18,138.65,269800,138.12,139.04,137.7
2016/04/19,137.52,333961,138.49,138.8022,136.795
2016/04/20,140.01,776906,137.99,140.8,137.7866
2016/04/21,137.9,550354,140.37,140.48,137.85
2016/04/22,132.41,1475827,135.34,136.16,131.73
2016/04/25,133.67,723883,132.48,134.13,132.45
2016/04/26,133.81,786649,134,134.7512,132.9801
2016/04/27,133.63,1234053,133.85,134.52,131.6274
2016/04/28,120.47,4548203,121.03,124.89,120.08
2016/04/29,120.88,1495337,121.06,121.5,119.02
2016/05/02,120.37,1359156,120.92,121.65,119.12
2016/05/03,118.56,1123720,119.94,120.04,118.0796
2016/05/04,119.02,861308,117.69,119.75,116.91
2016/05/05,119.93,1066355,119.11,120.45,117.72
2016/05/06,119.31,661881,119.29,120.24,117.6
2016/05/09,121.51,620338,119.23,122.34,119.23
2016/05/10,122.22,649918,121.75,122.47,120.51
2016/05/11,119.83,575599,121.94,122.05,119.345
2016/05/12,121.46,579807,120.4,122,120.095
2016/05/13,121.95,1023738,121.03,123.682,120.71
2016/05/16,123.17,796749,122.26,123.43,121.3774
2016/05/17,121.07,594729,122.45,122.81,120.6
2016/05/18,121.13,803398,120.7,122.42,118.82
2016/05/19,120.82,537961,119.99,121.965,119.94
2016/05/20,123.06,776408,121.41,123.16,121.41
2016/05/23,121.88,1134971,123,123.315,121.8
2016/05/24,122.52,1313890,121.94,123.29,121.83
2016/05/25,121.29,932543,123.39,123.49,121.1101
2016/05/26,123,998293,121.29,123.18,121.12
2016/05/27,122.18,596571,123.43,123.49,121.97
2016/05/31,120.88,3110425,122.48,123.12,120.59
2016/06/01,121.4,1108522,120.6,121.87,120.351
2016/06/02,123.25,694589,121.11,123.25,120.79
2016/06/03,122.21,550075,123.07,123.07,121.23
2016/06/06,124.36,601430,122.03,124.69,121.8
2016/06/07,124.82,720653,124.33,125.14,123.45
2016/06/08,126.39,903975,124.71,126.41,124.36
2016/06/09,127.48,548667,126,127.58,126
2016/06/10,126.25,541726,126.65,127.08,125.73
2016/06/13,124.79,501546,125.19,126.23,124.69
2016/06/14,126.36,626822,124.34,126.63,123.84
2016/06/15,126.38,454822,126.58,127.52,126.08
2016/06/16,126.95,509513,125.38,127.31,124.47
2016/06/17,127.29,739517,126.59,127.72,126.02
2016/06/20,127.49,506244,128.44,128.827,127.08
2016/06/21,127.33,497534,127.71,127.92,127.08
2016/06/22,125.32,778866,126.05,126.48,124.48
2016/06/23,127.25,499305,126.39,127.672,125.54
2016/06/24,124.97,852578,125.34,128.09,124.66
2016/06/27,122.08,1114569,124,124.61,120.97
2016/06/28,124.53,538290,123.16,124.57,122.35
2016/06/29,126.88,589204,125.18,126.95,125.18
2016/06/30,131.38,1594150,127.66,131.67,127.66
2016/07/01,132.59,638203,131.45,132.77,130.96
2016/07/05,133.93,806997,132.59,133.95,131.86
2016/07/06,134.98,897857,132.91,135.23,132.87
2016/07/07,133.86,691484,135.16,135.35,132.5
2016/07/08,135.11,546167,134.44,137.02,134.15
2016/07/11,136,950544,135.59,136.15,134.22
2016/07/12,135.65,641317,136.04,136.47,135.5
2016/07/13,135.42,582183,135.24,136.37,135
2016/07/14,135.64,506422,136.32,136.66,135.22
2016/07/15,135.7,666637,135.88,136.27,134.92
2016/07/18,135.55,555602,135.97,136.18,134.78
2016/07/19,135.55,743941,135.93,136.18,135.09
2016/07/20,136.89,1332465,136.3,137.87,135.8
2016/07/21,144.66,3245808,144.94,146.73,142.06
2016/07/22,148.78,1213507,145.28,148.989,145.125
2016/07/25,147.69,1047432,148.13,149.13,147.3
2016/07/26,146.13,1048204,146.85,147.88,145.67
2016/07/27,147.23,571769,146.42,147.3,145.42
2016/07/28,147.25,329694,147.27,147.78,146.36
2016/07/29,147.3,432425,147.2,147.71,146.11
2016/08/01,147.52,487952,146.94,148.03,146.31
2016/08/02,145.45,476210,147.04,147.33,144.64
2016/08/03,146.16,350641,145.66,146.17,144.805
2016/08/04,146.5,311564,146.21,147.3999,145.84
2016/08/05,146.18,393690,146.8,147.37,146.11
2016/08/08,144.7,413637,145.82,145.95,144.29
2016/08/09,144.92,296023,144.5,145.77,144.5
2016/08/10,145,152471,144.76,145.4,144.555
2016/08/11,146.02,228967,145.54,146.715,145.08
2016/08/12,146.13,189709,145.12,146.7,144.84
2016/08/15,145.15,330052,145.95,146.97,144.81
2016/08/16,143.97,349488,145.08,145.59,143.53
2016/08/17,144.57,327876,144.2,144.685,143.47
2016/08/18,147.13,679836,144.32,147.819,144.32
2016/08/19,147.28,516760,147.12,148,146.13
2016/08/22,150.07,850459,147.32,150.44,147.28
2016/08/23,150.48,374642,150.5,151.2,149.76
2016/08/24,149.82,610576,150.64,150.84,149.51
2016/08/25,150.24,269567,149.17,150.67,149.0301
2016/08/26,148.35,601538,150.55,150.78,147.15
2016/08/29,149.99,388741,148.35,150.58,148
2016/08/30,149.43,454435,150.05,150.3,148.23
2016/08/31,149.57,392027,148.75,149.9,148.39
2016/09/01,149.01,401671,149.17,149.822,148.4
2016/09/02,151,383215,149.45,151.18,149.45
2016/09/06,150.18,525708,151.14,151.14,149.28
2016/09/07,150.48,327333,149.93,150.7,149.55
2016/09/08,149.24,341782,150.42,150.57,148.96
2016/09/09,146.13,522176,148.43,148.5,145.65
2016/09/12,150.21,565175,145.18,150.31,145
2016/09/13,149.66,525336,149.87,151.2899,149.16
2016/09/14,150.3,486652,150.13,150.78,148.95
2016/09/15,151.79,544374,149.96,152.07,149.49
2016/09/16,150.03,955450,151.57,151.75,149.8
2016/09/19,151.51,551312,150.94,152.35,150.67
2016/09/20,151.94,279608,151.65,152.78,151.53
2016/09/21,152.61,385936,152.45,153.28,150.82
2016/09/22,154.08,908937,153.5,155.1,152.56
2016/09/23,154.26,497950,153.95,154.86,153.19
2016/09/26,153.49,280257,153.9,154.105,152.96
2016/09/27,153.63,279901,153.46,154.24,153.0501
2016/09/28,152.78,482080,153.46,153.97,151.42
2016/09/29,151.75,442970,152.33,153.215,150.91
2016/09/30,151.85,610264,151.73,152.73,151.45
2016/10/03,151.58,513234,152.12,153.12,150.95
2016/10/04,151.47,382686,151.75,152.79,150.28
2016/10/05,150.97,420118,151.96,152.499,150.8
2016/10/06,151.13,404102,150.79,151.589,150.23
2016/10/07,150.84,274963,151.6,151.8,150
2016/10/10,153.19,805024,151.6,153.38,151.6
2016/10/11,152.38,455785,153.5,153.94,151.72
2016/10/12,152.24,583075,151.95,152.6778,151.23
2016/10/13,150.31,495047,151.84,151.84,149.67
2016/10/14,151.12,1169226,153.7,153.86,150.77
2016/10/17,152.01,1147416,151.56,153.38,151.23
2016/10/18,159.45,3543532,158.01,163.73,157.55
2016/10/19,165.02,2134981,159.06,165.04,158.26
2016/10/20,165.4,1071615,164.79,165.72,163.92
2016/10/21,166.36,798190,165.31,166.515,164.78
2016/10/24,166.53,484677,167.17,167.25,166.18
2016/10/25,164.89,593369,165.87,166.36,164.6
2016/10/26,164.8,425349,164.33,165.479,163.8
2016/10/27,165.94,554861,165.22,166.25,164.52
2016/10/28,167.92,636245,165.53,168.09,165
2016/10/31,169.24,618110,168.25,169.51,167.23
2016/11/01,167.56,704181,169.85,169.98,166.6
2016/11/02,167.25,505443,167.35,168.47,167.07
2016/11/03,166.17,506823,167.07,167.925,166
2016/11/04,166.76,595594,165.54,167.14,165.47
2016/11/07,168.21,438639,168.57,169.475,167.48
2016/11/08,168.89,370548,168.53,169.3,167.25
2016/11/09,170.36,528869,167.36,171.38,167.31
2016/11/10,161.11,2151473,171.51,171.51,160.0101
2016/11/11,159.62,1008058,161.33,162.93,158.06
2016/11/14,157.17,1114930,160.3,161.22,153.58
2016/11/15,161.34,874561,157.3,161.55,156.61
2016/11/16,161.57,558665,161.01,163.45,160.15
2016/11/17,161.57,601239,161.59,162.5,160.397
2016/11/18,164.31,513030,162.34,164.53,162.08
2016/11/21,166.46,508581,164.72,166.59,164.72
2016/11/22,168.47,435969,166.7,168.56,166.05
2016/11/23,170.56,352497,168.12,170.56,168.07
2016/11/25,172.26,276681,170.53,172.62,170.09
2016/11/28,170.04,392479,171.66,171.89,169.58
2016/11/29,170.87,398255,169.88,171.48,168.79
2016/11/30,168.04,606797,170.91,170.93,167.89
2016/12/01,168.7,487652,168.38,169.04,165.46
2016/12/02,168,371294,167.92,169.21,167.05
2016/12/05,166.29,667452,168.73,169.21,165.98
2016/12/06,169.09,381459,166.96,169.14,166.84
2016/12/07,167.72,815433,168.78,169.6,166.51
2016/12/08,164.53,751440,167.73,168.62,163.6501
2016/12/09,163.57,501615,165.27,165.86,162.36
2016/12/12,161.87,765079,162.94,164.02,157.97
2016/12/13,161.86,494678,162.05,163.3,161.2101
2016/12/14,161.99,473444,162.52,163.63,161.24
2016/12/15,159.78,628063,162.5,162.75,159.71
2016/12/16,160.04,871028,160.27,160.61,159.25
2016/12/19,161.23,573001,160.21,161.71,159.895
2016/12/20,161.1,305561,161.11,162.98,160.85
2016/12/21,162.63,387850,161.3,163.93,161.2051
2016/12/22,161.33,432445,163.11,163.45,160.73
2016/12/23,161.57,276957,161.16,161.915,160.39
2016/12/27,161.97,269587,161.46,162.5,161.08
2016/12/28,161.25,292613,161.65,162.5399,160.745
2016/12/29,162.36,308469,161.38,162.959,161.01
2016/12/30,159.24,491490,162.5,162.5,158.94
2017/01/03,158.36,797593,159.22,159.41,156.26
2017/01/04,162.99,678867,158.41,163.33,158.05
2017/01/05,162.77,482054,162.95,164,161.6
2017/01/06,163.49,548495,163.12,164.4,162.18
2017/01/09,164.51,478622,163.33,165.33,163.09
2017/01/10,166.36,834199,164.98,172,164.53
2017/01/11,168.96,705210,166.91,169.29,166.41
2017/01/12,168.36,601076,168.23,170.055,167.03
2017/01/13,167.16,475747,168.22,168.81,166.35
2017/01/17,164.93,483701,166.65,167.36,164.32
2017/01/18,165.57,527763,164.97,165.82,164.49
2017/01/19,166.04,340838,166,166.35,165.19
2017/01/20,167.87,436873,167.92,168.72,167.11
2017/01/23,167.04,584030,167.68,168.41,165.67
2017/01/24,169.51,601599,167.16,169.75,167.16
2017/01/25,170.57,295836,170,170.85,169.56
2017/01/26,170.94,322058,169.76,171.32,169.23
2017/01/27,172.02,462264,170.55,172.39,170.07
2017/01/30,173.93,655437,171.13,174.02,170.99
2017/01/31,174.54,821473,173.7,175.09,172.51
2017/02/01,170.89,662219,174.81,175.84,170.0604
2017/02/02,174.91,1155205,171.67,175.04,170.66
2017/02/03,175.89,750089,175.23,177.3,174.32
2017/02/06,177.94,844481,175.23,178.08,175.04
2017/02/07,182.96,1561431,178.82,184.1,178.59
2017/02/08,185.18,837932,183.11,185.5998,182.45
2017/02/09,185.9,704360,185.81,187.6,185.32
2017/02/10,186.37,647252,185.16,187.94,184.59
2017/02/13,183.8,781173,187,187.45,183.76
2017/02/14,184.91,526174,183.27,185.28,182.88
2017/02/15,185.94,618160,183.59,186.215,183.51
2017/02/16,186.1,313627,186.28,186.49,184.75
2017/02/17,187.93,458793,186.11,187.99,184.76
2017/02/21,188.92,450353,188.21,189.88,188.12
2017/02/22,183,1356996,186.54,187.215,182.06
2017/02/23,186.3,1029108,183,186.33,182.39
2017/02/24,186.28,859088,185.66,187.86,184.97
2017/02/27,185.42,1227988,185.7,187.89,184.81
2017/02/28,189.81,2158197,186.57,191.83,182.26
2017/03/01,187.45,1154935,191.64,192.01,185.53
2017/03/02,189.37,802394,187.89,189.65,187.14
2017/03/03,189.04,566689,190.21,190.4,188.535
2017/03/06,188.89,430328,188.29,189.39,187.33
2017/03/07,189.3,442434,187.84,190.11,187.83
2017/03/08,188.36,398751,189.31,190.0171,188.26
2017/03/09,184.69,1050039,187.31,187.5,183.75
2017/03/10,186.73,687307,185.07,188.07,185
2017/03/13,186.79,616691,185.96,187.36,184.92
2017/03/14,183.67,693915,186.42,187.13,183.03
2017/03/15,186.27,917281,184.12,187.37,183.34
2017/03/16,185.62,759374,186.27,186.3,183.09
2017/03/17,184.83,869780,185.79,186.411,184.31
2017/03/20,183.69,929815,184.72,185.21,182.54
2017/03/21,184.02,1115263,184.78,186.28,182.74
2017/03/22,184.13,691193,184.07,186.2,182.9
2017/03/23,184.35,481251,184.58,186.71,183.25
2017/03/24,182.95,907279,184.39,185.915,182.2
2017/03/27,183.95,523494,182,184.1,181.23
2017/03/28,184.94,438858,183.91,185.45,182.41
2017/03/29,182.77,560538,185.05,186.11,182.56
2017/03/30,184.11,614153,183.25,185.2,183.25
2017/03/31,184.3,479884,184.02,185.55,183.12
2017/04/03,186.23,751123,184.07,187.3,184.07
2017/04/04,186.36,555012,186.71,187.71,185.93
2017/04/05,185.14,538282,187.15,187.88,184.59
2017/04/06,186,401850,185.11,186.94,184.51
2017/04/07,175.16,2876972,182.05,182.87,174.92
2017/04/10,173.75,1143225,175.17,176.45,173.19
2017/04/11,175.51,781390,173.9,175.75,173
2017/04/12,175.13,691749,176.23,176.45,174.81
2017/04/13,174.04,690676,175.14,175.81,173.94
2017/04/17,175.04,676439,173.86,175.71,173.86
2017/04/18,176.63,1208760,174.84,177.75,174.84
2017/04/19,175.71,971667,177.01,177.42,175.51
2017/04/20,176.91,459920,176.79,177.08,175.07
2017/04/21,179.3,917838,177.61,180.15,177.45
2017/04/24,180.59,915516,181.71,181.8,179.835
2017/04/25,180.59,670150,181.04,182.0353,179.78
2017/04/26,180.96,1278916,181.98,182.49,179.64
2017/04/27,185.55,2422005,187.1,188.85,183.77
2017/04/28,181.39,1068379,184.46,184.95,181.14
2017/05/01,182.16,621472,181,182.82,181
2017/05/02,184.41,916686,182.44,184.49,182.01
2017/05/03,187.07,913095,185,187.21,184.36
2017/05/04,190.39,1022316,187,191.08,186.85
2017/05/05,193.12,778755,190.42,193.53,189.6353
2017/05/08,192.29,701723,193.19,193.22,191.63
2017/05/09,195.36,688478,192.99,196.025,191.39
2017/05/10,195.67,649990,193.98,196.36,193.4
2017/05/11,195.38,419787,195.54,196.21,194.102
2017/05/12,195.28,398616,195.39,196.39,194.75
2017/05/15,196.52,826576,195.93,198,195.6416
2017/05/16,196.23,430058,197.78,197.89,196.03
2017/05/17,191.46,595348,195.64,196.04,191.42
2017/05/18,194.71,1096157,191.26,195.32,189.12
2017/05/19,195.8,644645,195.2,197.2531,193.55
2017/05/22,198.82,603569,197.47,198.98,196.51
2017/05/23,199.25,488886,198.85,199.75,198.81
2017/05/24,205.97,1082986,199.48,206.02,199.48
2017/05/25,208.04,878782,205.41,208.3,205.07
2017/05/26,207.05,635959,207.01,207.72,206.645
2017/05/30,208.49,467399,207,208.68,206.68
2017/05/31,211.72,739012,208.91,212.05,208.06
2017/06/01,215.34,899344,213.78,215.49,210.88
2017/06/02,218.05,728972,215.69,219.41,214.58
2017/06/05,217.1,449271,217.99,218.21,216
2017/06/06,217.85,912227,217,218.43,216.17
2017/06/07,218.15,514063,218.51,218.63,215.68
2017/06/08,217.88,410192,218.22,218.58,216.71
2017/06/09,206.19,1365836,213.9,215.135,204.63
2017/06/12,204.07,905885,205,205.93,201.1
2017/06/13,208.4,712360,204.83,210.14,204.36
2017/06/14,210.56,709352,209.42,212.745,208.83
2017/06/15,209.56,437995,208.96,209.91,206.345
2017/06/16,210.84,1406618,209.82,211.95,208.93
2017/06/19,215.73,920144,211.13,215.87,211.025
2017/06/20,215.03,601734,215.84,217.62,214.01
2017/06/21,216.09,402748,215.57,216.79,214.96
2017/06/22,218.09,571755,216.08,218.43,215.18
2017/06/23,217.05,624107,217.89,218.63,215.695
2017/06/26,218.88,566451,217.52,221.58,217.06
2017/06/27,213.14,620292,219.44,219.44,213
2017/06/28,213.6,739671,213.51,214.49,211.27
2017/06/29,210.75,652574,213.51,213.51,207.76
2017/06/30,211.53,534761,211.27,213.65,210.61
2017/07/03,209.92,176950,211.55,212.47,209.19
2017/07/05,208.03,582591,209.24,211.06,207.19
2017/07/06,208.84,624585,206.96,210.25,205.1646
2017/07/07,212.32,444206,209.23,213.7499,209.23
2017/07/10,211.62,571960,212.69,212.84,209.3987
2017/07/11,212.11,775595,211.22,212.57,209.67
2017/07/12,213.54,515314,212.46,214.97,211.6
2017/07/13,210.45,838531,213.81,214.32,209.585
2017/07/14,209.21,799367,210.39,211.72,208.81
2017/07/17,208.25,1169388,209.11,209.8898,206
2017/07/18,211.45,962497,208.74,212.5,208.265
2017/07/19,212.52,654329,212.57,212.6,209.94
2017/07/20,212.44,608438,213.22,213.77,209.68
2017/07/21,213.22,542657,212.53,214.06,212.0681
2017/07/24,213.97,1157452,213.8,216.91,213.22
2017/07/25,192.4,4244604,207,207,192.06
2017/07/26,186.43,2889588,195,195,185
2017/07/27,182.43,1862055,186.43,186.94,181.09
2017/07/28,183.09,1167481,183.2,184.33,181.86
2017/07/31,186.5,1592585,184.08,186.72,183.445
2017/08/01,186.45,748466,186.72,187.69,185.19
2017/08/02,192.35,1829836,189,193.38,188.6
2017/08/03,198.23,1986623,192.95,199.8,192.5
2017/08/04,196.79,1180513,199.21,200.95,195.4001
2017/08/07,195.43,901910,197.41,198.89,194.85
2017/08/08,192.14,1089016,194.69,194.69,191.41
2017/08/09,193.83,1192847,191.13,194.1799,189.51
2017/08/10,192.53,786648,192.66,194.1116,191.66
2017/08/11,192.86,756034,189.04,194.7499,188.1001
2017/08/14,193.91,674469,194.8,195.1,192.19
2017/08/15,188.17,2029535,192.38,192.38,187.87
2017/08/16,187.67,1404103,188.11,189.105,186.44
2017/08/17,188.26,784815,186.65,190.7,186.45
2017/08/18,188.66,1275466,187.92,189,186.7879
2017/08/21,189.48,1023846,188.79,189.85,186.61
2017/08/22,189.01,750742,189.41,190.97,188.08
2017/08/23,187.69,692561,188.14,189.28,187.085
2017/08/24,183.3,1227823,187.98,188.23,183.24
2017/08/25,178.73,2112285,181.55,182.209,175.8
2017/08/28,178.76,1031141,178.79,180.11,176.65
2017/08/29,178.38,979052,178.02,178.72,176.1
2017/08/30,178.93,851218,178.47,179.84,177.02
2017/08/31,182.26,1084921,179.13,183.95,178.09
2017/09/01,183.59,707883,182.89,184.72,182.26
2017/09/05,182.5,745810,183,185.74,182.25
2017/09/06,182.63,813092,182.6,183.66,181.49
2017/09/07,183.32,591546,182.65,185,182.65
2017/09/08,186.43,943865,182.77,188.815,182.55
2017/09/11,189.02,1203208,187.4,191.97,187.4
2017/09/12,189.92,936077,189.15,190.2,185.63
2017/09/13,188.55,797334,189.44,190.77,186.69
2017/09/14,189.91,1037213,188.67,190.07,187.04
2017/09/15,194.68,1915834,189.64,194.83,189.04
