date,close,volume,open,high,low
2014/04/29,72.58,488564,73.02,73.5,72.06
2014/04/30,74.38,685562,72.5,74.54,72.2475
2014/05/01,71.8,960147,74.58,74.6396,71.52
2014/05/02,72.99,531013,72.01,73.47,71.8542
2014/05/05,72.51,403969,72.58,72.99,71.91
2014/05/06,72.25,481553,72.22,72.9,71.92
2014/05/07,71.55,504827,72.55,72.83,71.07
2014/05/08,71.13,518204,71.29,72.26,70.69
2014/05/09,71.2,491172,71.09,71.44,70.58
2014/05/12,72.45,412305,71.59,72.56,71.31
2014/05/13,71.71,287020,72.39,72.59,71.59
2014/05/14,71.25,317622,71.51,71.66,71.0003
2014/05/15,71.21,371759,71.12,71.34,70.3
2014/05/16,71.53,172215,71.13,71.6198,70.83
2014/05/19,72.02,281397,71.31,72.59,71.31
2014/05/20,71.24,438808,71.91,71.91,70.79
2014/05/21,71.74,223486,71.28,71.94,70.96
2014/05/22,73.16,378117,71.78,73.27,71.78
2014/05/23,72.9,288114,73.3,73.32,72.62
2014/05/27,73.34,281259,73.23,73.4,72.919
2014/05/28,72.42,316451,73.37,73.44,72.42
2014/05/29,72.47,206860,72.67,72.9,72.081
2014/05/30,72.45,311549,72.3,72.51,71.96
2014/06/02,72.99,245046,72.59,73.04,71.69
2014/06/03,72.67,241475,72.75,73.02,72.28
2014/06/04,73.23,204192,72.5,73.46,72.47
2014/06/05,73.31,212627,73.37,73.75,72.87
2014/06/06,73.91,210144,73.35,74.11,73.1
2014/06/09,73.42,145480,73.87,74.06,73.24
2014/06/10,73.06,357995,73.73,73.94,72.3
2014/06/11,73.36,240929,72.54,73.52,72.36
2014/06/12,72.36,262449,73.38,73.38,72.25
2014/06/13,72.54,213285,72.37,72.89,72.13
2014/06/16,72.18,239295,72.39,72.575,72.06
2014/06/17,71,975433,70.87,71.3,70.2326
2014/06/18,71.99,423613,70.9,71.99,70.56
2014/06/19,71.84,334525,72.42,72.68,71.77
2014/06/20,71.8,634374,71.66,72,71.54
2014/06/23,71.58,569852,71.95,71.95,71.19
2014/06/24,72.12,526178,71.6,72.4,71.26
2014/06/25,72.42,324457,71.88,72.72,71.57
2014/06/26,72.57,421993,72.42,72.7099,71.96
2014/06/27,72.98,421103,72.44,73.35,72.28
2014/06/30,73.09,431425,72.81,73.13,72.455
2014/07/01,74.04,419115,73.24,74.32,73.24
2014/07/02,73.42,320184,73.86,74.05,73.101
2014/07/03,73.63,271575,73.43,73.771,73.17
2014/07/07,73.55,290521,73.58,73.89,73.32
2014/07/08,73.4,488522,73.38,73.9299,73.021
2014/07/09,74.63,269613,73.68,74.68,73.68
2014/07/10,73.7,316406,73.7,74.071,73.34
2014/07/11,73.58,186743,73.58,73.83,73.2172
2014/07/14,73.65,196632,73.83,73.98,73.47
2014/07/15,73.25,265623,73.63,73.88,72.865
2014/07/16,73.04,625987,73.63,73.87,72.69
2014/07/17,72.6,423972,72.56,73.17,72
2014/07/18,73.23,385603,73.01,73.875,72.7
2014/07/21,73.39,529195,73.18,73.6,72.95
2014/07/22,76.11,1232143,74.28,76.44,74.05
2014/07/23,75.43,588331,76.29,76.426,75.36
2014/07/24,74.61,448496,75.54,75.61,74.59
2014/07/25,74.23,439206,74.45,74.64,73.97
2014/07/28,74.04,332359,74.38,74.64,73.96
2014/07/29,73.87,393296,74.42,74.61,73.82
2014/07/30,73.55,301858,74.16,74.32,73.12
2014/07/31,72,395727,72.71,73.274,72
2014/08/01,70.17,985030,71.6,72.41,69.76
2014/08/04,71.3,806953,71.38,71.59,70.85
2014/08/05,71.3,576230,71.06,71.86,70.94
2014/08/06,71.33,453776,71.1,72.04,71.04
2014/08/07,71.34,315934,71.65,72.13,71.23
2014/08/08,72.06,405400,71.48,72.06,71.4
2014/08/11,72.75,271380,72.43,72.765,71.99
2014/08/12,73.7,541842,72.78,73.81,72.76
2014/08/13,74.49,333078,74,74.63,73.57
2014/08/14,74.75,192562,74.46,74.77,74.12
2014/08/15,74.55,214165,74.99,74.99,74.03
2014/08/18,75.04,225127,74.81,75.365,74.81
2014/08/19,75.15,157740,75.3,75.396,74.97
2014/08/20,74.66,261408,75.04,75.15,74.41
2014/08/21,74.75,337669,74.82,74.91,74.21
2014/08/22,74.03,253202,74.6,74.6,74.02
2014/08/25,75.03,177205,74.6,75.09,74.35
2014/08/26,75.25,221879,75.01,75.52,74.73
2014/08/27,75.16,230831,75.34,75.41,74.98
2014/08/28,75.26,184584,74.96,75.42,74.63
2014/08/29,75.45,276019,75.29,75.71,75.03
2014/09/02,76,311405,75.65,76.15,75.43
2014/09/03,75.61,325510,76.15,76.24,75.305
2014/09/04,75.38,162782,75.55,75.94,75.14
2014/09/05,76.43,198105,75.24,76.47,75.15
2014/09/08,76.06,334470,76.33,76.5,75.68
2014/09/09,75.54,268926,75.85,76.24,75.44
2014/09/10,76.22,262119,75.46,76.26,75.45
2014/09/11,76.24,198309,75.86,76.38,75.75
2014/09/12,76.03,271470,76.24,76.26,75.71
2014/09/15,76.21,203868,76.17,76.34,75.85
2014/09/16,76.58,420266,75.96,76.76,75.758
2014/09/17,76.57,304707,76.59,76.944,76.23
2014/09/18,76.74,378749,76.8,77,76.28
2014/09/19,77,510477,76.77,77.23,76.3
2014/09/22,75.86,258675,76.94,76.96,75.66
2014/09/23,75.83,270034,75.79,76.39,75.67
2014/09/24,76.36,172070,75.83,76.485,75.81
2014/09/25,76.3,302634,76.43,76.49,75.76
2014/09/26,77.27,338008,76.4,77.86,76.21
2014/09/29,77.63,359318,76.6,77.76,76.4376
2014/09/30,76.96,599898,77.43,77.54,76.51
2014/10/01,77.1,1339626,76.9,77.32,76.08
2014/10/02,77.58,553479,77.23,77.79,76.87
2014/10/03,77.7,553672,77.91,78.18,77.58
2014/10/06,77.85,349919,77.83,78.05,77.34
2014/10/07,76.81,459969,77.45,77.68,76.73
2014/10/08,77.92,607252,77.05,78.01,76.31
2014/10/09,76.7,403692,77.91,77.95,76.64
2014/10/10,76.41,496105,76.56,77.38,76.2
2014/10/13,75.72,782830,76.14,77.44,75.64
2014/10/14,84.3,2276667,78.22,84.51,78
2014/10/15,83.65,1552973,83.6,84.73,83.31
2014/10/16,83.93,1071097,82.55,84.33,82.51
2014/10/17,84.84,562027,84.7,85,84.31
2014/10/20,86,399561,84.86,86.15,84.86
2014/10/21,85.99,858039,85.9,86.27,85.251
2014/10/22,86.45,553450,86.12,86.84,85.77
2014/10/23,87.3,765930,86.945,87.43,86.55
2014/10/24,87.68,488951,87.33,88.03,87.05
2014/10/27,88.26,319778,87.65,88.35,87.36
2014/10/28,89,393590,88.66,89,88.01
2014/10/29,88.98,342707,88.53,89.1,88.18
2014/10/30,88.88,275671,88.97,89.3,88.62
2014/10/31,88.79,533595,89.2,89.32,88.63
2014/11/03,89.55,395752,89.15,89.679,88.83
2014/11/04,90.25,464517,89.65,90.37,89.65
2014/11/05,90.5,486304,89.85,90.53,89.59
2014/11/06,90.85,490821,90.62,91.22,90.06
2014/11/07,90.8,299529,90.64,90.89,90.35
2014/11/10,92.08,264877,90.87,92.2402,90.61
2014/11/11,91.57,265091,92.23,92.38,91.28
2014/11/12,91.65,425645,91.21,91.86,90.76
2014/11/13,91.87,256268,91.99,92.45,91.36
2014/11/14,91.46,241949,91.95,92.48,91.28
2014/11/17,91.02,295065,91.46,92.1,91
2014/11/18,91.52,305263,91.16,91.83,91
2014/11/19,91.41,271533,91.61,91.715,90.63
2014/11/20,92.47,361321,91.17,93.09,91.07
2014/11/21,92.7,337909,93.2,93.28,92.3
2014/11/24,93.37,254574,92.82,93.65,92.32
2014/11/25,93.16,312834,93.28,93.64,92.82
2014/11/26,93.23,194125,93.11,93.613,92.82
2014/11/28,93.85,228630,92.83,95.49,92.83
2014/12/01,94.2,382548,93.79,95.719,93.58
2014/12/02,95.09,582114,94.2,95.23,94.16
2014/12/03,95.7,232451,95.31,95.97,94.86
2014/12/04,95.93,308472,95.73,96.35,95.47
2014/12/05,94.89,361181,96.1,96.21,94.67
2014/12/08,95.4,270821,94.25,96.08,94.02
2014/12/09,94.92,191090,94.94,95.03,93.88
2014/12/10,93.32,239810,94.56,95.25,93.21
2014/12/11,94.12,380806,93.49,94.63,93.39
2014/12/12,95.07,257798,93.68,95.68,93.0432
2014/12/15,94,322174,94.91,95.31,93.52
2014/12/16,92.92,418003,93.73,93.85,92.26
2014/12/17,93.43,433806,93.16,93.92,91.9
2014/12/18,94.45,430204,93.89,94.45,93.13
2014/12/19,95.69,758493,94.7,96.43,94.66
2014/12/22,95.9,339935,95.83,97.15,95.06
2014/12/23,95.62,317800,96.02,96.945,95.49
2014/12/24,95.39,125564,95.61,96.63,95.32
2014/12/26,95.45,162634,95.34,95.85,95.27
2014/12/29,95.44,327071,95.55,96.11,95.33
2014/12/30,94.92,347863,95.53,96.39,94.8
2014/12/31,94.17,293615,95.36,95.58,94.15
2015/01/02,94.29,400849,94.3,95.018,93.55
2015/01/05,95.47,570766,95.36,95.94,94.09
2015/01/06,94.29,727764,94.42,95.64,93.165
2015/01/07,97.5,624600,95.35,97.59,94.96
2015/01/08,100.78,706058,98.44,100.8,98.17
2015/01/09,100.5,679417,100.78,100.9,99.794
2015/01/12,102.12,427073,100.71,102.21,100.51
2015/01/13,101.7,634504,102.5,103.92,101.24
2015/01/14,98.91,767570,100.24,102.1,98.77
2015/01/15,96.83,1481796,98.01,98.39,94.88
2015/01/16,98.49,704424,96.49,98.57,95.79
2015/01/20,97.51,477077,98.95,98.95,97.13
2015/01/21,97.38,391158,97.28,97.81,96.841
2015/01/22,99.01,325418,98,99.15,97.4
2015/01/23,98.1,399598,99.14,99.58,98.08
2015/01/26,98.74,372731,98,98.92,97.98
2015/01/27,98.93,346434,98.05,99.38,97.76
2015/01/28,99.89,478756,99.8,100.95,98.94
2015/01/29,101.29,530808,100.13,101.6,99.03
2015/01/30,99.05,468701,100.43,101.17,99.02
2015/02/02,98.08,423172,99.6,99.78,96.762
2015/02/03,99.37,286759,98.8,99.44,97.47
2015/02/04,99.72,300944,98.32,100.51,98.27
2015/02/05,99.74,230650,100,100.42,99.04
2015/02/06,99.86,283997,99.77,100.38,98.95
2015/02/09,98.63,249977,99.19,99.87,98
2015/02/10,100.93,305496,99.33,101.5,99.2005
2015/02/11,100.45,219904,101.13,101.3393,99.72
2015/02/12,100.56,320005,100.51,100.92,99.5701
2015/02/13,100,228795,100.1,100.64,99.18
2015/02/17,100.67,202042,100,100.89,99.46
2015/02/18,101.85,366237,100.74,102.09,100.53
2015/02/19,101.75,300955,102.23,102.5088,101.57
2015/02/20,102.5,461336,101.93,103.08,101.666
2015/02/23,104.5,922754,102.53,104.77,102.5
2015/02/24,103.53,1606710,103.5,106.459,102.07
2015/02/25,103.93,661544,103.53,104.92,102.51
2015/02/26,104,364569,103.9,104.89,103.69
2015/02/27,101.53,667753,104,104,101.35
2015/03/02,104.44,591748,101.91,104.51,101.74
2015/03/03,102.83,476146,104.56,104.56,102.615
2015/03/04,103.28,347959,102.15,103.325,101.73
2015/03/05,103.38,303300,103.74,104.52,103.22
2015/03/06,100.87,353788,103.1,103.1,100.68
2015/03/09,101.36,320015,100.82,101.95,100.72
2015/03/10,99.03,581583,100.97,100.97,99.02
2015/03/11,98.16,490045,99.08,99.45,98
2015/03/12,100.72,483599,98.17,100.89,98.16
2015/03/13,99.72,212605,100.46,101.2499,99.53
2015/03/16,101.53,314649,100.41,101.7,100
2015/03/17,102.15,314702,101.53,102.42,101.26
2015/03/18,102.17,362107,102.15,102.39,100.64
2015/03/19,103.77,289862,102.16,104.22,102.16
2015/03/20,104.63,696549,104.4,105,104.21
2015/03/23,104.02,255855,104.64,104.8,103.4135
2015/03/24,104.09,373639,103.88,104.83,103.38
2015/03/25,101.11,213111,103.98,103.98,101.11
2015/03/26,100.54,260068,100.65,101.51,99.68
2015/03/27,101.05,287868,100.6,101.83,100.34
2015/03/30,102.55,267426,101.74,102.735,101.17
2015/03/31,100.55,323576,102.39,102.56,100.46
2015/04/01,100.5,324470,100.28,100.81,99.21
2015/04/02,100.99,241203,100.29,101.08,99.585
2015/04/06,100.81,499173,100.18,101.54,100
2015/04/07,99.39,377625,100.76,100.95,99.35
2015/04/08,100.29,521195,99.31,100.84,99.31
2015/04/09,99.2,602267,99.82,100.67,98.65
2015/04/10,100.5,434655,99.42,100.94,99.41
2015/04/13,100.2,320178,100.22,101,100.0001
2015/04/14,98.49,554162,100.2,100.502,98.1
2015/04/15,98.36,522264,98.95,100.08,98.01
2015/04/16,100.43,559140,98.77,100.65,98.77
2015/04/17,99.24,298301,100.08,100.32,98.72
2015/04/20,99.66,292024,100,100.64,99.33
2015/04/21,99.4,270156,99.95,100.13,99.3
2015/04/22,99.8,606573,98.97,100.52,98.6
2015/04/23,109.23,2409450,106.86,110.6595,106.86
2015/04/24,113.96,1178278,110,114,109.7
2015/04/27,110.25,786499,113.73,113.82,110.04
2015/04/28,111.79,496522,110.35,112.16,109.1
2015/04/29,109.39,517122,111.14,111.4025,108.12
2015/04/30,107.85,429971,108.81,109.68,107.72
2015/05/01,108.34,350678,108.56,110.05,107.47
2015/05/04,107.93,410325,108.8,109.92,107.85
2015/05/05,105.71,493577,107.93,109.47,105.63
2015/05/06,106.13,343236,106.1,106.82,105.25
2015/05/07,107.93,348709,105.88,108.595,105.628
2015/05/08,109.13,363694,109.16,109.9799,108.36
2015/05/11,109.84,349622,109.1,110.51,108.57
2015/05/12,109.06,528655,109.13,109.94,107.51
2015/05/13,108.68,227803,109.01,109.74,108.5
2015/05/14,109.91,290016,109.32,110.18,108.4801
2015/05/15,110.34,246685,110.23,110.4,109.23
2015/05/18,111.09,287847,110.25,111.29,109.796
2015/05/19,110.55,256279,111.36,111.42,110.27
2015/05/20,110.41,178845,110.28,111.14,109.2472
2015/05/21,110.07,168813,110.03,110.38,109.61
2015/05/22,109.03,190258,110.07,110.24,108.94
2015/05/26,108.56,324161,108.8,109.18,107.44
2015/05/27,108.65,421005,108.53,109.42,108.53
2015/05/28,109.21,367231,108.85,109.99,108.602
2015/05/29,108.66,404881,109.11,109.69,108.25
2015/06/01,109.05,546029,109.58,109.73,108.44
2015/06/02,108.87,606391,108.48,109.43,108.05
2015/06/03,108.99,484846,109.49,109.83,108.75
2015/06/04,109.03,580934,108.75,109.35,108.21
2015/06/05,110,526560,108.84,110.18,108.2
2015/06/08,109.87,443808,109.7,110.6,109.011
2015/06/09,110.43,355452,109.96,110.55,108.79
2015/06/10,112.39,310790,110.52,112.58,109.99
2015/06/11,111.93,255333,112.44,112.9,111.41
2015/06/12,112.29,226280,111.67,113.09,111.39
2015/06/15,110.81,220212,111.16,111.35,110.3201
2015/06/16,110.76,203670,110.54,111.41,110.35
2015/06/17,110.92,211706,110.97,111.5,109.9
2015/06/18,112.57,269211,111.35,113.2,111.291
2015/06/19,111.91,356814,112.71,112.77,111.83
2015/06/22,113.86,346414,112.79,113.88,112.15
2015/06/23,113.62,211069,113.98,113.98,112.83
2015/06/24,111.64,379734,113.31,113.8206,111.56
2015/06/25,111.72,589182,112.28,112.87,111.17
2015/06/26,114.9,878002,112.46,115.24,112.04
2015/06/29,114,734243,112.15,114.41,111.85
2015/06/30,113.4,558530,114.11,114.97,113.08
2015/07/01,114.55,381878,114.77,115.43,114.41
2015/07/02,113.88,295780,114.68,115.02,113.21
2015/07/06,113.13,412025,113.01,113.34,112.48
2015/07/07,113.42,445071,113.37,113.95,112.1
2015/07/08,113.24,424767,112.41,114.49,112.4
2015/07/09,113.69,599461,114.45,115,113.57
2015/07/10,115.92,345618,115.02,116.25,114.01
2015/07/13,119.43,703492,117.31,119.729,116.69
2015/07/14,118.79,536755,119.22,119.7,118.22
2015/07/15,118.54,546840,118.8,119.31,117.9
2015/07/16,115.57,1300523,116.96,119,114.53
2015/07/17,110.04,2244756,115.2,115.32,109.57
2015/07/20,111.04,762342,109.97,111.83,109.97
2015/07/21,111.37,536075,110.95,111.57,110.1001
2015/07/22,112.31,608613,111.22,112.8563,111.22
2015/07/23,111.65,467407,112.71,113.23,111.53
2015/07/24,110.96,530798,112.33,112.76,110.89
2015/07/27,111.31,452851,110.72,112.41,110.56
2015/07/28,111.77,371433,111.47,111.99,110.745
2015/07/29,113.51,436336,111.6,113.8,111.6
2015/07/30,113.84,295122,113.51,114.08,112.09
